year,county,state,county_name,income,perc_change,est_mortgage,income_needed,actual_needed_diff,actual_needed_ratio
 2021,Cape May,NJ,"Cape May, NJ",72010,5,2883,123557,-51547,0.58
 2019,Carbon,MT,"Carbon, MT",55564,0,1840,78857,-23293,0.7
 2020,Carbon,MT,"Carbon, MT",58553,5,1969,84386,-25833,0.69
 2021,Carbon,MT,"Carbon, MT",59715,2,3842,164657,-104942,0.36
 2019,Carbon,PA,"Carbon, PA",52818,0,754,32314,20504,1.63
 2020,Carbon,PA,"Carbon, PA",56231,7,872,37371,18860,1.5
 2021,Carbon,PA,"Carbon, PA",59317,6,1132,48514,10803,1.22
 2019,Carbon,UT,"Carbon, UT",40448,0,647,27729,12719,1.46
 2020,Carbon,UT,"Carbon, UT",42848,6,776,33257,9591,1.29
 2021,Carbon,UT,"Carbon, UT",45120,5,997,42729,2391,1.06
 2019,Carbon,WY,"Carbon, WY",58619,0,826,35400,23219,1.66
 2020,Carbon,WY,"Carbon, WY",62318,6,832,35657,26661,1.75
 2021,Carbon,WY,"Carbon, WY",64804,4,843,36129,28675,1.79
 2019,Caribou,ID,"Caribou, ID",43080,0,822,35229,7851,1.22
 2020,Caribou,ID,"Caribou, ID",47824,11,1017,43586,4238,1.1
 2021,Caribou,ID,"Caribou, ID",47740,0,1379,59100,-11360,0.81
 2019,Carlisle,KY,"Carlisle, KY",43968,0,429,18386,25582,2.39
 2020,Carlisle,KY,"Carlisle, KY",46005,5,345,14786,31219,3.11
 2021,Carlisle,KY,"Carlisle, KY",52638,14,419,17957,34681,2.93
 2019,Carlton,MN,"Carlton, MN",43646,0,1015,43500,146,1
 2020,Carlton,MN,"Carlton, MN",46796,7,1117,47871,-1075,0.98
 2021,Carlton,MN,"Carlton, MN",49797,6,1166,49971,-174,1
 2019,Caroline,MD,"Caroline, MD",46197,0,1135,48643,-2446,0.95
 2020,Caroline,MD,"Caroline, MD",48287,5,1164,49886,-1599,0.97
 2021,Caroline,MD,"Caroline, MD",53549,11,1498,64200,-10651,0.83
 2019,Caroline,VA,"Caroline, VA",43232,0,1171,50186,-6954,0.86
 2020,Caroline,VA,"Caroline, VA",46568,8,1295,55500,-8932,0.84
 2021,Caroline,VA,"Caroline, VA",49650,7,1669,71529,-21879,0.69
 2019,Carroll,AR,"Carroll, AR",32829,0,1093,46843,-14014,0.7
 2020,Carroll,AR,"Carroll, AR",34896,6,1286,55114,-20218,0.63
 2021,Carroll,AR,"Carroll, AR",40689,17,1698,72771,-32082,0.56
 2019,Carroll,GA,"Carroll, GA",40663,0,1019,43671,-3008,0.93
 2020,Carroll,GA,"Carroll, GA",44014,8,1140,48857,-4843,0.9
 2021,Carroll,GA,"Carroll, GA",47002,7,1527,65443,-18441,0.72
 2019,Carroll,IA,"Carroll, IA",52526,0,781,33471,19055,1.57
 2020,Carroll,IA,"Carroll, IA",54851,4,707,30300,24551,1.81
 2021,Carroll,IA,"Carroll, IA",60290,10,862,36943,23347,1.63
 2019,Carroll,IL,"Carroll, IL",40903,0,676,28971,11932,1.41
 2020,Carroll,IL,"Carroll, IL",45742,12,667,28586,17156,1.6
 2021,Carroll,IL,"Carroll, IL",49976,9,649,27814,22162,1.8
 2019,Carroll,IN,"Carroll, IN",43495,0,795,34071,9424,1.28
 2020,Carroll,IN,"Carroll, IN",47182,9,705,30214,16968,1.56
 2021,Carroll,IN,"Carroll, IN",51293,9,979,41957,9336,1.22
 2019,Carroll,KY,"Carroll, KY",37994,0,657,28157,9837,1.35
 2020,Carroll,KY,"Carroll, KY",41578,9,721,30900,10678,1.35
 2021,Carroll,KY,"Carroll, KY",45317,9,1085,46500,-1183,0.97
 2019,Carroll,MD,"Carroll, MD",62251,0,1777,76157,-13906,0.82
 2020,Carroll,MD,"Carroll, MD",65635,5,1858,79629,-13994,0.82
 2021,Carroll,MD,"Carroll, MD",69397,6,1994,85457,-16060,0.81
 2019,Carroll,MO,"Carroll, MO",47192,0,489,20957,26235,2.25
 2020,Carroll,MO,"Carroll, MO",51232,9,302,12943,38289,3.96
 2021,Carroll,MO,"Carroll, MO",54784,7,693,29700,25084,1.84
 2019,Carroll,MS,"Carroll, MS",37776,0,778,33343,4433,1.13
 2020,Carroll,MS,"Carroll, MS",41232,9,1203,51557,-10325,0.8
 2021,Carroll,MS,"Carroll, MS",44908,9,911,39043,5865,1.15
 2019,Carroll,NH,"Carroll, NH",63343,0,1536,65829,-2486,0.96
 2020,Carroll,NH,"Carroll, NH",66897,6,1571,67329,-432,0.99
 2021,Carroll,NH,"Carroll, NH",69803,4,2020,86571,-16768,0.81
 2019,Carroll,OH,"Carroll, OH",41253,0,810,34714,6539,1.19
 2020,Carroll,OH,"Carroll, OH",45217,10,818,35057,10160,1.29
 2021,Carroll,OH,"Carroll, OH",48319,7,965,41357,6962,1.17
 2019,Carroll,TN,"Carroll, TN",36312,0,726,31114,5198,1.17
 2020,Carroll,TN,"Carroll, TN",37686,4,615,26357,11329,1.43
 2021,Carroll,TN,"Carroll, TN",40502,8,1016,43543,-3041,0.93
 2019,Carson City,NV,"Carson City, NV",50973,0,1902,81514,-30541,0.63
 2020,Carson City,NV,"Carson City, NV",55239,8,1700,72857,-17618,0.76
 2021,Carson City,NV,"Carson City, NV",60445,9,2571,110186,-49741,0.55
 2019,Carson,TX,"Carson, TX",48921,0,585,25071,23850,1.95
 2020,Carson,TX,"Carson, TX",47782,-2,464,19886,27896,2.4
 2021,Carson,TX,"Carson, TX",56357,18,570,24429,31928,2.31
 2019,Carter,KY,"Carter, KY",31838,0,630,27000,4838,1.18
 2020,Carter,KY,"Carter, KY",36134,14,576,24686,11448,1.46
 2021,Carter,KY,"Carter, KY",39323,9,812,34800,4523,1.13
 2019,Carter,MO,"Carter, MO",38969,0,745,31929,7040,1.22
 2020,Carter,MO,"Carter, MO",42787,10,713,30557,12230,1.4
 2021,Carter,MO,"Carter, MO",45237,6,1470,63000,-17763,0.72
 2020,Carter,MT,"Carter, MT",41071,16,1151,49329,-8258,0.83
 2021,Carter,MT,"Carter, MT",39354,-4,408,17486,21868,2.25
 2019,Carter,OK,"Carter, OK",43831,0,744,31886,11945,1.37
 2020,Carter,OK,"Carter, OK",45673,4,836,35829,9844,1.27
 2021,Carter,OK,"Carter, OK",48733,7,853,36557,12176,1.33
 2019,Carter,TN,"Carter, TN",35153,0,798,34200,953,1.03
 2020,Carter,TN,"Carter, TN",37632,7,998,42771,-5139,0.88
 2021,Carter,TN,"Carter, TN",40739,8,1261,54043,-13304,0.75
 2019,Carteret,NC,"Carteret, NC",53601,0,1649,70671,-17070,0.76
 2020,Carteret,NC,"Carteret, NC",57329,7,1799,77100,-19771,0.74
 2021,Carteret,NC,"Carteret, NC",60741,6,2165,92786,-32045,0.65
 2019,Carver,MN,"Carver, MN",73785,0,2039,87386,-13601,0.84
 2020,Carver,MN,"Carver, MN",76137,3,1982,84943,-8806,0.9
 2021,Carver,MN,"Carver, MN",80562,6,2110,90429,-9867,0.89
 2019,Cascade,MT,"Cascade, MT",47303,0,1078,46200,1103,1.02
 2020,Cascade,MT,"Cascade, MT",50576,7,1146,49114,1462,1.03
 2021,Cascade,MT,"Cascade, MT",53765,6,1470,63000,-9235,0.85
 2019,Casey,KY,"Casey, KY",32161,0,666,28543,3618,1.13
 2020,Casey,KY,"Casey, KY",36825,15,814,34886,1939,1.06
 2021,Casey,KY,"Casey, KY",40837,11,1021,43757,-2920,0.93
 2019,Cass,IA,"Cass, IA",47870,0,471,20186,27684,2.37
 2020,Cass,IA,"Cass, IA",50517,6,539,23100,27417,2.19
 2021,Cass,IA,"Cass, IA",55056,9,587,25157,29899,2.19
 2019,Cass,IL,"Cass, IL",38418,0,488,20914,17504,1.84
 2020,Cass,IL,"Cass, IL",44095,15,420,18000,26095,2.45
 2021,Cass,IL,"Cass, IL",48959,11,599,25671,23288,1.91
 2019,Cass,IN,"Cass, IN",39944,0,425,18214,21730,2.19
 2020,Cass,IN,"Cass, IN",43741,10,417,17871,25870,2.45
 2021,Cass,IN,"Cass, IN",47854,9,493,21129,26725,2.26
 2019,Cass,MI,"Cass, MI",45827,0,1110,47571,-1744,0.96
 2020,Cass,MI,"Cass, MI",51045,11,1108,47486,3559,1.07
 2021,Cass,MI,"Cass, MI",56042,10,1363,58414,-2372,0.96
 2019,Cass,MN,"Cass, MN",47869,0,1310,56143,-8274,0.85
 2020,Cass,MN,"Cass, MN",51803,8,1367,58586,-6783,0.88
 2021,Cass,MN,"Cass, MN",56491,9,1742,74657,-18166,0.76
 2019,Cass,MO,"Cass, MO",48865,0,1357,58157,-9292,0.84
 2020,Cass,MO,"Cass, MO",51409,5,1495,64071,-12662,0.8
 2021,Cass,MO,"Cass, MO",54020,5,1548,66343,-12323,0.81
 2019,Cass,ND,"Cass, ND",58233,0,1266,54257,3976,1.07
 2020,Cass,ND,"Cass, ND",61736,6,1189,50957,10779,1.21
 2021,Cass,ND,"Cass, ND",65803,7,1655,70929,-5126,0.93
 2019,Cass,NE,"Cass, NE",53565,0,1211,51900,1665,1.03
 2020,Cass,NE,"Cass, NE",56967,6,1244,53314,3653,1.07
 2021,Cass,NE,"Cass, NE",60920,7,1295,55500,5420,1.1
 2019,Cass,TX,"Cass, TX",39831,0,575,24643,15188,1.62
 2020,Cass,TX,"Cass, TX",43281,9,670,28714,14567,1.51
 2021,Cass,TX,"Cass, TX",46101,7,913,39129,6972,1.18
 2019,Cassia,ID,"Cassia, ID",45152,0,1021,43757,1395,1.03
 2020,Cassia,ID,"Cassia, ID",48220,7,1238,53057,-4837,0.91
 2021,Cassia,ID,"Cassia, ID",47780,-1,1679,71957,-24177,0.66
 2019,Castro,TX,"Castro, TX",66556,0,812,34800,31756,1.91
 2020,Castro,TX,"Castro, TX",75830,14,492,21086,54744,3.6
 2021,Castro,TX,"Castro, TX",81900,8,845,36214,45686,2.26
 2019,Caswell,NC,"Caswell, NC",35982,0,910,39000,-3018,0.92
 2020,Caswell,NC,"Caswell, NC",38866,8,1140,48857,-9991,0.8
 2021,Caswell,NC,"Caswell, NC",42247,9,1339,57386,-15139,0.74
 2019,Catahoula,LA,"Catahoula, LA",35868,0,660,28286,7582,1.27
 2020,Catahoula,LA,"Catahoula, LA",40839,14,739,31671,9168,1.29
 2021,Catahoula,LA,"Catahoula, LA",43386,6,846,36257,7129,1.2
 2019,Catawba,NC,"Catawba, NC",46269,0,1330,57000,-10731,0.81
 2020,Catawba,NC,"Catawba, NC",49400,7,1376,58971,-9571,0.84
 2021,Catawba,NC,"Catawba, NC",53333,8,1386,59400,-6067,0.9
 2019,Catoosa,GA,"Catoosa, GA",36389,0,1106,47400,-11011,0.77
 2020,Catoosa,GA,"Catoosa, GA",39530,9,1160,49714,-10184,0.8
 2021,Catoosa,GA,"Catoosa, GA",42448,7,1429,61243,-18795,0.69
 2019,Catron,NM,"Catron, NM",33162,0,944,40457,-7295,0.82
 2020,Catron,NM,"Catron, NM",36786,11,961,41186,-4400,0.89
 2021,Catron,NM,"Catron, NM",37990,3,1650,70714,-32724,0.54
 2019,Cattaraugus,NY,"Cattaraugus, NY",40704,0,595,25500,15204,1.6
 2020,Cattaraugus,NY,"Cattaraugus, NY",44629,10,749,32100,12529,1.39
 2021,Cattaraugus,NY,"Cattaraugus, NY",46775,5,612,26229,20546,1.78
 2019,Cavalier,ND,"Cavalier, ND",63525,0,987,42300,21225,1.5
 2020,Cavalier,ND,"Cavalier, ND",90480,42,819,35100,55380,2.58
 2021,Cavalier,ND,"Cavalier, ND",88700,-2,395,16929,71771,5.24
 2019,Cayuga,NY,"Cayuga, NY",44668,0,797,34157,10511,1.31
 2020,Cayuga,NY,"Cayuga, NY",48654,9,832,35657,12997,1.36
 2021,Cayuga,NY,"Cayuga, NY",51431,6,1028,44057,7374,1.17
 2019,Cecil,MD,"Cecil, MD",49070,0,1312,56229,-7159,0.87
 2020,Cecil,MD,"Cecil, MD",51681,5,1379,59100,-7419,0.87
 2021,Cecil,MD,"Cecil, MD",55293,7,1538,65914,-10621,0.84
 2019,Cedar,IA,"Cedar, IA",54246,0,784,33600,20646,1.61
 2020,Cedar,IA,"Cedar, IA",56933,5,892,38229,18704,1.49
 2021,Cedar,IA,"Cedar, IA",63197,11,845,36214,26983,1.75
 2019,Cedar,MO,"Cedar, MO",31770,0,413,17700,14070,1.79
 2020,Cedar,MO,"Cedar, MO",34960,10,562,24086,10874,1.45
 2021,Cedar,MO,"Cedar, MO",36748,5,610,26143,10605,1.41
 2019,Cedar,NE,"Cedar, NE",51013,0,692,29657,21356,1.72
 2020,Cedar,NE,"Cedar, NE",58553,15,567,24300,34253,2.41
 2021,Cedar,NE,"Cedar, NE",66572,14,714,30600,35972,2.18
 2019,Centre,PA,"Centre, PA",49211,0,1309,56100,-6889,0.88
 2020,Centre,PA,"Centre, PA",52699,7,1355,58071,-5372,0.91
 2021,Centre,PA,"Centre, PA",54994,4,1392,59657,-4663,0.92
 2019,Cerro Gordo,IA,"Cerro Gordo, IA",50012,0,714,30600,19412,1.63
 2020,Cerro Gordo,IA,"Cerro Gordo, IA",53478,7,793,33986,19492,1.57
 2021,Cerro Gordo,IA,"Cerro Gordo, IA",56955,7,769,32957,23998,1.73
 2019,Chaffee,CO,"Chaffee, CO",53607,0,2396,102686,-49079,0.52
 2020,Chaffee,CO,"Chaffee, CO",56878,6,2646,113400,-56522,0.5
 2021,Chaffee,CO,"Chaffee, CO",60550,7,3372,144514,-83964,0.42
 2019,Chambers,AL,"Chambers, AL",33682,0,440,18857,14825,1.79
 2020,Chambers,AL,"Chambers, AL",36299,8,542,23229,13070,1.56
 2021,Chambers,AL,"Chambers, AL",39728,9,714,30600,9128,1.3
 2019,Chambers,TX,"Chambers, TX",57391,0,1426,61114,-3723,0.94
 2020,Chambers,TX,"Chambers, TX",58687,2,1492,63943,-5256,0.92
 2021,Chambers,TX,"Chambers, TX",60591,3,1628,69771,-9180,0.87
 2019,Champaign,IL,"Champaign, IL",46769,0,892,38229,8540,1.22
 2020,Champaign,IL,"Champaign, IL",50839,9,895,38357,12482,1.33
 2021,Champaign,IL,"Champaign, IL",54638,8,909,38957,15681,1.4
 2019,Champaign,OH,"Champaign, OH",42488,0,671,28757,13731,1.48
 2020,Champaign,OH,"Champaign, OH",47064,11,686,29400,17664,1.6
 2021,Champaign,OH,"Champaign, OH",50151,7,857,36729,13422,1.37
 2019,Chariton,MO,"Chariton, MO",44366,0,674,28886,15480,1.54
 2020,Chariton,MO,"Chariton, MO",48933,10,541,23186,25747,2.11
 2021,Chariton,MO,"Chariton, MO",51590,5,1074,46029,5561,1.12
 2019,Charles City,VA,"Charles City, VA",49966,0,1328,56914,-6948,0.88
 2020,Charles City,VA,"Charles City, VA",54456,9,1580,67714,-13258,0.8
 2021,Charles City,VA,"Charles City, VA",58882,8,1946,83400,-24518,0.71
 2019,Charles Mix,SD,"Charles Mix, SD",40561,0,709,30386,10175,1.33
 2020,Charles Mix,SD,"Charles Mix, SD",45485,12,706,30257,15228,1.5
 2021,Charles Mix,SD,"Charles Mix, SD",50673,11,1074,46029,4644,1.1
 2019,Charles,MD,"Charles, MD",56518,0,1645,70500,-13982,0.8
 2020,Charles,MD,"Charles, MD",60334,7,1759,75386,-15052,0.8
 2021,Charles,MD,"Charles, MD",63939,6,2000,85714,-21775,0.75
 2019,Charleston,SC,"Charleston, SC",67053,0,2470,105857,-38804,0.63
 2020,Charleston,SC,"Charleston, SC",68720,3,2638,113057,-44337,0.61
 2021,Charleston,SC,"Charleston, SC",73032,6,3107,133157,-60125,0.55
 2019,Charlevoix,MI,"Charlevoix, MI",53854,0,1584,67886,-14032,0.79
 2020,Charlevoix,MI,"Charlevoix, MI",59153,10,1458,62486,-3333,0.95
 2021,Charlevoix,MI,"Charlevoix, MI",62505,6,1752,75086,-12581,0.83
 2019,Charlotte,FL,"Charlotte, FL",46707,0,1339,57386,-10679,0.81
 2020,Charlotte,FL,"Charlotte, FL",49052,5,1385,59357,-10305,0.83
 2021,Charlotte,FL,"Charlotte, FL",51677,5,1878,80486,-28809,0.64
 2019,Charlotte,VA,"Charlotte, VA",36525,0,702,30086,6439,1.21
 2020,Charlotte,VA,"Charlotte, VA",39448,8,946,40543,-1095,0.97
 2021,Charlotte,VA,"Charlotte, VA",43870,11,1641,70329,-26459,0.62
 2019,Charlton,GA,"Charlton, GA",26630,0,1064,45600,-18970,0.58
 2020,Charlton,GA,"Charlton, GA",29062,9,1073,45986,-16924,0.63
 2021,Charlton,GA,"Charlton, GA",30916,6,906,38829,-7913,0.8
 2019,Chase,KS,"Chase, KS",53672,0,526,22543,31129,2.38
 2020,Chase,KS,"Chase, KS",63086,18,487,20871,42215,3.02
 2021,Chase,KS,"Chase, KS",64717,3,694,29743,34974,2.18
 2019,Chase,NE,"Chase, NE",60268,0,854,36600,23668,1.65
 2020,Chase,NE,"Chase, NE",68404,14,703,30129,38275,2.27
 2021,Chase,NE,"Chase, NE",69366,1,749,32100,37266,2.16
 2019,Chatham,GA,"Chatham, GA",47724,0,1402,60086,-12362,0.79
 2020,Chatham,GA,"Chatham, GA",51482,8,1557,66729,-15247,0.77
 2021,Chatham,GA,"Chatham, GA",54586,6,1582,67800,-13214,0.81
 2019,Chatham,NC,"Chatham, NC",67117,0,2581,110614,-43497,0.61
 2020,Chatham,NC,"Chatham, NC",70130,5,2629,112671,-42541,0.62
 2021,Chatham,NC,"Chatham, NC",75624,8,3471,148757,-73133,0.51
 2019,Chattahoochee,GA,"Chattahoochee, GA",32636,0,373,15986,16650,2.04
 2020,Chattahoochee,GA,"Chattahoochee, GA",36007,10,566,24257,11750,1.48
 2021,Chattahoochee,GA,"Chattahoochee, GA",39690,10,462,19800,19890,2
 2019,Chattooga,GA,"Chattooga, GA",31192,0,718,30771,421,1.01
 2020,Chattooga,GA,"Chattooga, GA",33948,9,578,24771,9177,1.37
 2021,Chattooga,GA,"Chattooga, GA",36833,9,1246,53400,-16567,0.69
 2019,Chautauqua,KS,"Chautauqua, KS",39345,0,178,7629,31716,5.16
 2020,Chautauqua,KS,"Chautauqua, KS",42504,8,333,14271,28233,2.98
 2021,Chautauqua,KS,"Chautauqua, KS",45394,7,790,33857,11537,1.34
 2019,Chautauqua,NY,"Chautauqua, NY",41237,0,697,29871,11366,1.38
 2020,Chautauqua,NY,"Chautauqua, NY",44998,9,714,30600,14398,1.47
 2021,Chautauqua,NY,"Chautauqua, NY",47642,6,747,32014,15628,1.49
 2019,Chaves,NM,"Chaves, NM",39757,0,953,40843,-1086,0.97
 2020,Chaves,NM,"Chaves, NM",42594,7,883,37843,4751,1.13
 2021,Chaves,NM,"Chaves, NM",45577,7,962,41229,4348,1.11
 2019,Cheatham,TN,"Cheatham, TN",47099,0,1256,53829,-6730,0.87
 2020,Cheatham,TN,"Cheatham, TN",49389,5,1326,56829,-7440,0.87
 2021,Cheatham,TN,"Cheatham, TN",54069,10,1893,81129,-27060,0.67
 2019,Cheboygan,MI,"Cheboygan, MI",40691,0,937,40157,534,1.01
 2020,Cheboygan,MI,"Cheboygan, MI",45719,12,969,41529,4190,1.1
 2021,Cheboygan,MI,"Cheboygan, MI",48078,5,1337,57300,-9222,0.84
 2019,Chelan,WA,"Chelan, WA",54288,0,1966,84257,-29969,0.64
 2020,Chelan,WA,"Chelan, WA",59082,9,2322,99514,-40432,0.59
 2021,Chelan,WA,"Chelan, WA",62792,6,3285,140786,-77994,0.45
 2019,Chemung,NY,"Chemung, NY",45402,0,488,20914,24488,2.17
 2020,Chemung,NY,"Chemung, NY",49108,8,528,22629,26479,2.17
 2021,Chemung,NY,"Chemung, NY",52360,7,661,28329,24031,1.85
 2019,Chenango,NY,"Chenango, NY",42909,0,639,27386,15523,1.57
 2020,Chenango,NY,"Chenango, NY",47183,10,633,27129,20054,1.74
 2021,Chenango,NY,"Chenango, NY",50568,7,782,33514,17054,1.51
 2019,Cherokee,AL,"Cherokee, AL",37751,0,1081,46329,-8578,0.81
 2020,Cherokee,AL,"Cherokee, AL",39416,4,1158,49629,-10213,0.79
 2021,Cherokee,AL,"Cherokee, AL",43719,11,1472,63086,-19367,0.69
 2019,Cherokee,GA,"Cherokee, GA",53954,0,1767,75729,-21775,0.71
 2020,Cherokee,GA,"Cherokee, GA",56552,5,1843,78986,-22434,0.72
 2021,Cherokee,GA,"Cherokee, GA",60235,7,2208,94629,-34394,0.64
 2019,Cherokee,IA,"Cherokee, IA",55059,0,379,16243,38816,3.39
 2020,Cherokee,IA,"Cherokee, IA",56063,2,412,17657,38406,3.18
 2021,Cherokee,IA,"Cherokee, IA",61661,10,549,23529,38132,2.62
 2019,Cherokee,KS,"Cherokee, KS",42630,0,314,13457,29173,3.17
 2020,Cherokee,KS,"Cherokee, KS",48048,13,340,14571,33477,3.3
 2021,Cherokee,KS,"Cherokee, KS",51492,7,412,17657,33835,2.92
 2019,Cherokee,NC,"Cherokee, NC",34649,0,949,40671,-6022,0.85
 2020,Cherokee,NC,"Cherokee, NC",37421,8,1022,43800,-6379,0.85
 2021,Cherokee,NC,"Cherokee, NC",40485,8,1508,64629,-24144,0.63
 2019,Cherokee,OK,"Cherokee, OK",35544,0,763,32700,2844,1.09
 2020,Cherokee,OK,"Cherokee, OK",37729,6,839,35957,1772,1.05
 2021,Cherokee,OK,"Cherokee, OK",40638,8,1065,45643,-5005,0.89
 2019,Cherokee,SC,"Cherokee, SC",34346,0,723,30986,3360,1.11
 2020,Cherokee,SC,"Cherokee, SC",37154,8,847,36300,854,1.02
 2021,Cherokee,SC,"Cherokee, SC",40230,8,990,42429,-2199,0.95
 2019,Cherokee,TX,"Cherokee, TX",37366,0,1115,47786,-10420,0.78
 2020,Cherokee,TX,"Cherokee, TX",40202,8,1145,49071,-8869,0.82
 2021,Cherokee,TX,"Cherokee, TX",43376,8,974,41743,1633,1.04
 2019,Cherry,NE,"Cherry, NE",47074,0,1338,57343,-10269,0.82
 2020,Cherry,NE,"Cherry, NE",54140,15,216,9257,44883,5.85
 2021,Cherry,NE,"Cherry, NE",55302,2,731,31329,23973,1.77
 2019,Cheshire,NH,"Cheshire, NH",53260,0,1204,51600,1660,1.03
 2020,Cheshire,NH,"Cheshire, NH",58093,9,1361,58329,-236,1
 2021,Cheshire,NH,"Cheshire, NH",64870,12,1482,63514,1356,1.02
 2019,Chester,PA,"Chester, PA",87486,0,2106,90257,-2771,0.97
 2020,Chester,PA,"Chester, PA",91122,4,2335,100071,-8949,0.91
 2021,Chester,PA,"Chester, PA",95483,5,2475,106071,-10588,0.9
 2019,Chester,SC,"Chester, SC",35924,0,694,29743,6181,1.21
 2020,Chester,SC,"Chester, SC",39521,10,828,35486,4035,1.11
 2021,Chester,SC,"Chester, SC",43169,9,963,41271,1898,1.05
 2019,Chester,TN,"Chester, TN",35315,0,723,30986,4329,1.14
 2020,Chester,TN,"Chester, TN",39057,11,892,38229,828,1.02
 2021,Chester,TN,"Chester, TN",41568,6,1058,45343,-3775,0.92
 2019,Chesterfield,SC,"Chesterfield, SC",34058,0,674,28886,5172,1.18
 2020,Chesterfield,SC,"Chesterfield, SC",36209,6,681,29186,7023,1.24
 2021,Chesterfield,SC,"Chesterfield, SC",39538,9,876,37543,1995,1.05
 2019,Chesterfield,VA,"Chesterfield, VA",54866,0,1689,72386,-17520,0.76
 2020,Chesterfield,VA,"Chesterfield, VA",57829,5,1690,72429,-14600,0.8
 2021,Chesterfield,VA,"Chesterfield, VA",61200,6,1751,75043,-13843,0.82
 2019,Cheyenne,CO,"Cheyenne, CO",54006,0,398,17057,36949,3.17
 2020,Cheyenne,CO,"Cheyenne, CO",47755,-12,197,8443,39312,5.66
 2021,Cheyenne,CO,"Cheyenne, CO",76057,59,1068,45771,30286,1.66
 2019,Cheyenne,KS,"Cheyenne, KS",45782,0,576,24686,21096,1.85
 2020,Cheyenne,KS,"Cheyenne, KS",56260,23,693,29700,26560,1.89
 2021,Cheyenne,KS,"Cheyenne, KS",65154,16,1094,46886,18268,1.39
 2019,Cheyenne,NE,"Cheyenne, NE",48869,0,603,25843,23026,1.89
 2020,Cheyenne,NE,"Cheyenne, NE",51608,6,567,24300,27308,2.12
 2021,Cheyenne,NE,"Cheyenne, NE",52730,2,648,27771,24959,1.9
 2019,Chickasaw,IA,"Chickasaw, IA",55454,0,703,30129,25325,1.84
 2020,Chickasaw,IA,"Chickasaw, IA",58687,6,585,25071,33616,2.34
 2021,Chickasaw,IA,"Chickasaw, IA",64737,10,782,33514,31223,1.93
 2019,Chickasaw,MS,"Chickasaw, MS",36094,0,449,19243,16851,1.88
 2020,Chickasaw,MS,"Chickasaw, MS",39510,10,317,13586,25924,2.91
 2021,Chickasaw,MS,"Chickasaw, MS",41179,4,663,28414,12765,1.45
 2019,Chicot,AR,"Chicot, AR",38030,0,1014,43457,-5427,0.88
 2020,Chicot,AR,"Chicot, AR",44738,18,926,39686,5052,1.13
 2021,Chicot,AR,"Chicot, AR",47402,6,302,12943,34459,3.66
 2019,Childress,TX,"Childress, TX",33254,0,310,13286,19968,2.5
 2020,Childress,TX,"Childress, TX",36264,9,633,27129,9135,1.34
 2021,Childress,TX,"Childress, TX",39953,10,343,14700,25253,2.72
 2019,Chilton,AL,"Chilton, AL",36195,0,878,37629,-1434,0.96
 2020,Chilton,AL,"Chilton, AL",38551,7,1027,44014,-5463,0.88
 2021,Chilton,AL,"Chilton, AL",41748,8,1327,56871,-15123,0.73
 2019,Chippewa,MI,"Chippewa, MI",35733,0,707,30300,5433,1.18
 2020,Chippewa,MI,"Chippewa, MI",40410,13,759,32529,7881,1.24
 2021,Chippewa,MI,"Chippewa, MI",42943,6,916,39257,3686,1.09
 2019,Chippewa,MN,"Chippewa, MN",48039,0,665,28500,19539,1.69
 2020,Chippewa,MN,"Chippewa, MN",52027,8,525,22500,29527,2.31
 2021,Chippewa,MN,"Chippewa, MN",57395,10,809,34671,22724,1.66
 2019,Chippewa,WI,"Chippewa, WI",46990,0,1152,49371,-2381,0.95
 2020,Chippewa,WI,"Chippewa, WI",50185,7,1073,45986,4199,1.09
 2021,Chippewa,WI,"Chippewa, WI",53415,6,1235,52929,486,1.01
 2019,Chisago,MN,"Chisago, MN",51197,0,1518,65057,-13860,0.79
 2020,Chisago,MN,"Chisago, MN",54113,6,1523,65271,-11158,0.83
 2021,Chisago,MN,"Chisago, MN",57574,6,1840,78857,-21283,0.73
 2019,Chittenden,VT,"Chittenden, VT",61686,0,1898,81343,-19657,0.76
 2020,Chittenden,VT,"Chittenden, VT",65123,6,2011,86186,-21063,0.76
 2021,Chittenden,VT,"Chittenden, VT",67921,4,2327,99729,-31808,0.68
 2019,Choctaw,AL,"Choctaw, AL",38651,0,222,9514,29137,4.06
 2020,Choctaw,AL,"Choctaw, AL",41413,7,421,18043,23370,2.3
 2021,Choctaw,AL,"Choctaw, AL",44241,7,1105,47357,-3116,0.93
 2019,Choctaw,MS,"Choctaw, MS",34454,0,542,23229,11225,1.48
 2020,Choctaw,MS,"Choctaw, MS",37992,10,590,25286,12706,1.5
 2021,Choctaw,MS,"Choctaw, MS",40804,7,703,30129,10675,1.35
 2019,Choctaw,OK,"Choctaw, OK",33313,0,719,30814,2499,1.08
 2020,Choctaw,OK,"Choctaw, OK",36804,11,412,17657,19147,2.08
 2021,Choctaw,OK,"Choctaw, OK",40395,10,927,39729,666,1.02
 2019,Chouteau,MT,"Chouteau, MT",39136,0,654,28029,11107,1.4
 2020,Chouteau,MT,"Chouteau, MT",44873,15,862,36943,7930,1.21
 2021,Chouteau,MT,"Chouteau, MT",39287,-12,1230,52714,-13427,0.75
 2019,Chowan,NC,"Chowan, NC",43086,0,1129,48386,-5300,0.89
 2020,Chowan,NC,"Chowan, NC",46206,7,1260,54000,-7794,0.86
